Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Day,DayOfWeek,Hour,RevenuePerUnit,TotalTaxAmount,IsWeekend,LogQuantity,LogTotal,LogGross income,QuantityUnitPrice
440-59-5691,C,Naypyitaw,0,0,Health and beauty,-0.6898717591087064,0.5272061050781095,-0.18330872729451497,-0.18330872729451503,1,260.05,4.761904762,-0.18330872729451497,0.41972290595072165,2019,2,8,4,13,260.05,13.652625,0,2.0794415416798357,5.613319693873432,2.6392358851018503,260.05
554-53-3790,B,Mandalay,1,1,Sports and travel,-0.6948150368255109,0.18280185317803926,-0.3509359964157009,-0.35093599641570106,0,222.12,4.761904762,-0.3509359964157009,-1.4449804834453657,2019,3,22,4,18,222.12,11.6613,0,1.9459101490553132,5.45628646122722,2.4937011974694956,222.12
746-19-0921,C,Naypyitaw,1,1,Food and beverages,-1.281924328729082,-1.5392194063223121,-1.2371994435436373,-1.2371994435436378,2,21.58,4.761904762,-1.2371994435436373,0.128363001357583,2019,2,9,5,10,21.58,1.13295,1,0.6931471805599453,3.1637435922301513,0.7318870088758759,21.58
233-34-0817,C,Naypyitaw,0,0,Electronic accessories,1.6559036435811443,-1.5392194063223121,-0.8957577664462785,-0.8957577664462787,0,98.84,4.761904762,-0.8957577664462785,0.8276267723811158,2019,2,15,4,11,98.84,5.1891,0,0.6931471805599453,4.651882001410047,1.782045777040416,98.84
767-05-1286,C,Naypyitaw,0,0,Home and lifestyle,1.0828636805638632,0.18280185317803926,0.8887014670299269,0.8887014670299267,2,502.62,4.761904762,0.8887014670299269,-0.920532655177716,2019,1,23,2,12,502.62,26.38755,0,1.9459101490553132,6.2705176216116545,3.26312234898776,502.62
340-21-9136,A,Yangon,0,0,Sports and travel,-0.579598640810756,-0.5060066506221013,-0.6245843092019872,-0.6245843092019873,0,160.2,4.761904762,-0.6245843092019872,1.5851625243232756,2019,1,25,4,11,160.2,8.4105,0,1.6094379124341003,5.131140547080535,2.1983350716202463,160.2
405-31-3305,A,Yangon,0,1,Fashion accessories,-0.46248098413569105,1.5604188607783205,0.573510936217299,0.5735109362172988,1,431.3,4.761904762,0.573510936217299,-0.8622606742590885,2019,2,2,5,18,431.3,22.643250000000002,1,2.3978952727983707,6.117799796993847,3.1164000332789645,431.3
731-59-7531,B,Mandalay,0,1,Health and beauty,0.6569812926545371,0.8716103569781798,1.233148325856851,1.233148325856851,0,580.56,4.761904762,1.233148325856851,-1.3867085025267383,2019,3,30,5,17,580.56,30.4794,1,2.1972245773362196,6.414422427307135,3.402130279710756,580.56
676-39-6028,A,Yangon,0,0,Electronic accessories,0.34783630928821396,-0.16160239872203103,0.09135604401794764,0.09135604401794759,0,322.2,4.761904762,0.09135604401794764,-0.2212688841541837,2019,3,30,5,17,322.2,16.9155,1,1.791759469228055,5.826914143799146,2.839663087904102,322.2
502-05-1910,A,Yangon,1,1,Health and beauty,0.3759749670607948,-0.8504109025221716,-0.46840324696252733,-0.4684032469625274,1,195.54,4.761904762,-0.46840324696252733,-0.39608482691006675,2019,2,25,0,20,195.54000000000002,10.26585,0,1.3862943611198906,5.329413820947794,2.3774142336146946,195.54000000000002
485-30-8700,A,Yangon,1,0,Sports and travel,-0.8377898384807848,-0.16160239872203103,-0.5976260613338291,-0.5976260613338291,1,166.3,4.761904762,-0.5976260613338291,-1.6197964262012488,2019,3,18,0,16,166.29999999999998,8.73075,0,1.791759469228055,5.168294098965116,2.2316260040535516,166.29999999999998
598-47-9715,C,Naypyitaw,1,1,Electronic accessories,1.09427124452572,-0.5060066506221013,0.15358098335953216,0.153580983359532,2,336.28,4.761904762,0.15358098335953216,-1.5032524643639933,2019,3,7,3,16,336.28,17.654700000000002,0,1.6094379124341003,5.8695624146083025,2.879984665009678,336.28
701-69-8742,B,Mandalay,1,1,Sports and travel,-0.7955818518219141,1.5604188607783205,0.1863728192909636,0.18637281929096358,2,343.7,4.761904762,0.1863728192909636,-0.16299690323555566,2019,3,16,5,10,343.7,18.04425,1,2.3978952727983707,5.89132648179692,2.900597078438952,343.7
575-67-1508,A,Yangon,1,1,Electronic accessories,-0.634735199959731,-1.5392194063223121,-1.1619815126065802,-1.1619815126065804,2,38.6,4.761904762,-1.1619815126065802,-0.16299690323555566,2019,1,29,1,11,38.6,2.0265,0,0.6931471805599453,3.726416057642662,1.0750024230289759,38.6
541-08-3113,C,Naypyitaw,1,1,Food and beverages,0.4060148854936845,0.8716103569781798,0.9998048033259095,0.9998048033259094,0,527.76,4.761904762,0.9998048033259095,0.8276267723811158,2019,2,2,5,20,527.76,27.707400000000003,1,2.1972245773362196,6.3192347448638655,3.3101049612588165,527.76
246-11-3901,C,Naypyitaw,1,0,Electronic accessories,-0.8552814365556322,1.5604188607783205,0.1169884764171798,0.11698847641717972,0,328.0,4.761904762,0.1169884764171798,-0.4543568078286943,2019,2,15,4,12,328.0,17.22,0,2.3978952727983707,5.844703165712578,2.856470206220483,328.0
674-15-9296,A,Yangon,1,1,Sports and travel,-0.6902520112407682,-0.16160239872203103,-0.5118899943432936,-0.5118899943432937,2,185.7,4.761904762,-0.5118899943432936,-1.1536205788522271,2019,1,8,1,13,185.7,9.749250000000002,0,1.791759469228055,5.278038125689656,2.3306865231049203,185.7
305-18-3552,B,Mandalay,0,1,Home and lifestyle,0.19345394367108346,1.5604188607783205,1.335854830849637,1.3358548308496367,0,603.8,4.761904762,1.335854830849637,-0.5709007696659498,2019,2,12,1,16,603.8000000000001,31.6995,0,2.3978952727983707,6.453609250737194,3.440097530619712,603.8000000000001
493-65-6248,C,Naypyitaw,0,0,Sports and travel,-0.6963360453537587,1.5604188607783205,0.30171876508750867,0.3017187650875088,1,369.8,4.761904762,0.30171876508750867,0.011819039520327436,2019,1,1,1,19,369.79999999999995,19.414500000000004,0,2.3978952727983707,5.964324567155742,2.9699015135194693,369.79999999999995
438-01-4015,B,Mandalay,0,0,Sports and travel,-0.22064062814432378,-0.5060066506221013,-0.45770833551319245,-0.45770833551319257,2,197.96,4.761904762,-0.45770833551319245,-0.2212688841541837,2019,3,21,3,15,197.96,10.392900000000001,0,1.6094379124341003,5.341654595213157,2.3885792861609065,197.96
709-58-4068,B,Mandalay,1,0,Fashion accessories,-0.5400524190763183,1.5604188607783205,0.48335548433034425,0.483355484330344,0,410.9,4.761904762,0.48335548433034425,0.1866349822762105,2019,2,28,3,14,410.90000000000003,21.57225,0,2.3978952727983707,6.069455150655387,3.0701437710678015,410.90000000000003
795-49-7276,A,Yangon,1,1,Fashion accessories,-0.6898717591087064,-0.5060066506221013,-0.6758491740004516,-0.6758491740004517,2,148.6,4.761904762,-0.6758491740004516,0.7693547914624883,2019,3,23,5,18,148.6,7.801500000000001,1,1.6094379124341003,5.056436869896863,2.131796772013764,148.6
556-72-8512,C,Naypyitaw,1,1,Home and lifestyle,-1.22944953450454,-1.5392194063223121,-1.2311006923865788,-1.2311006923865788,0,22.96,4.761904762,-1.2311006923865788,-1.5615244452826214,2019,1,30,2,20,22.96,1.2054,0,0.6931471805599453,3.223186520455285,0.7645371766466182,22.96
627-95-3243,B,Mandalay,0,0,Home and lifestyle,0.8512901321381676,1.2160146088782502,1.7571105991763294,1.7571105991763294,2,699.12,4.761904762,1.7571105991763294,1.6434345052419042,2019,2,4,0,13,699.1200000000001,36.7038,0,2.302585092994046,6.599973895227829,3.582295968711153,699.1200000000001
686-41-0932,B,Mandalay,1,0,Fashion accessories,-0.7830335314638713,-1.1948151544222418,-1.025864457796864,-1.0258644577968643,2,69.4,4.761904762,-1.025864457796864,0.7110828105438598,2019,3,13,2,19,69.4,3.6435000000000004,0,1.0986122886681096,4.302306791540646,1.4973884086254774,69.4
510-09-5628,A,Yangon,0,0,Fashion accessories,-1.3549327380849663,1.5604188607783205,-0.4637186989723227,-0.4637186989723229,1,196.6,4.761904762,-0.4637186989723227,0.128363001357583,2019,3,15,4,18,196.6,10.3215,0,2.3978952727983707,5.334793933358054,2.382320061012899,196.6
608-04-3797,B,Mandalay,0,0,Health and beauty,-1.139710031337932,0.8716103569781798,-0.4373791649896634,-0.4373791649896636,2,202.56,4.761904762,-0.4373791649896634,1.0024427151369983,2019,3,5,1,20,202.56,10.6344,0,2.1972245773362196,5.36451700726224,2.409464454621142,202.56
148-82-2527,C,Naypyitaw,0,0,Home and lifestyle,-1.6416428456596377,1.5604188607783205,-0.7969403201623417,-0.796940320162342,1,121.2,4.761904762,-0.7969403201623417,0.8276267723811158,2019,3,5,1,13,121.19999999999999,6.363,0,2.3978952727983707,4.854059453720717,1.9544450515051506,121.19999999999999
437-53-3084,B,Mandalay,1,1,Fashion accessories,1.6958301174476436,-1.1948151544222418,-0.4496650550017091,-0.44966505500170934,2,199.78,4.761904762,-0.4496650550017091,0.07009102043895496,2019,2,26,1,11,199.78,10.48845,0,1.0986122886681096,5.350762747029469,2.396894772464787,199.78
632-32-4574,B,Mandalay,1,1,Sports and travel,0.7843657568952733,0.8716103569781798,1.3515878410808895,1.3515878410808895,0,607.36,4.761904762,1.3515878410808895,-0.8622606742590885,2019,3,20,2,14,607.36,31.8864,0,2.1972245773362196,6.459478698654706,3.4457882649900307,607.36
556-97-7101,C,Naypyitaw,1,0,Electronic accessories,0.30144554917666244,-1.1948151544222418,-0.7737827433051043,-0.7737827433051045,0,126.44,4.761904762,-0.7737827433051043,0.8858987532997433,2019,1,1,1,15,126.44,6.6381000000000006,0,1.0986122886681096,4.896062101377719,1.9908835146980444,126.44
862-59-8517,C,Naypyitaw,1,0,Food and beverages,1.3288868100079114,0.18280185317803926,1.060261988708926,1.0602619887089257,0,541.44,4.761904762,1.060261988708926,-0.4543568078286943,2019,1,27,6,11,541.4399999999999,28.4256,1,1.9459101490553132,6.344779853780257,3.334772638280914,541.4399999999999
401-18-8016,B,Mandalay,0,0,Sports and travel,1.6289057422047493,-1.5392194063223121,-0.8988955297227362,-0.8988955297227363,0,98.13,4.761904762,-0.8988955297227362,1.1189866769742545,2019,1,21,0,17,98.13,5.1518250000000005,0,0.6931471805599453,4.64474179910724,1.7760534394064376,98.13
420-18-8989,A,Yangon,0,0,Sports and travel,-0.14344944533575837,0.8716103569781798,0.48892390929983254,0.48892390929983226,0,412.16,4.761904762,0.48892390929983254,1.5268905434046482,2019,2,2,5,15,412.16,21.6384,1,2.1972245773362196,6.072509828959105,3.0730636164903142,412.16
277-63-2961,B,Mandalay,0,1,Sports and travel,0.710216591143203,-1.5392194063223121,-1.0056678688202276,-1.0056678688202279,1,73.97,4.761904762,-1.0056678688202276,-0.920532655177716,2019,2,3,6,15,73.97,3.883425,1,0.6931471805599453,4.365242821170686,1.5472433088409827,73.97
573-98-8548,C,Naypyitaw,0,0,Fashion accessories,-0.889504128441203,-1.5392194063223121,-1.1915913914125897,-1.19159139141259,2,31.9,4.761904762,-1.1915913914125897,1.2355306388115095,2019,1,5,5,12,31.9,1.67475,1,0.6931471805599453,3.540814385998072,0.9535865166178519,31.9
620-02-2046,C,Naypyitaw,1,1,Home and lifestyle,0.5364413667909158,-1.1948151544222418,-0.7191591459853612,-0.7191591459853613,2,138.8,4.761904762,-0.7191591459853612,1.177258657892882,2019,1,27,6,19,138.8,7.287000000000001,1,1.0986122886681096,4.9886623132858485,2.0719132752590443,138.8
282-35-2475,B,Mandalay,1,0,Sports and travel,1.4456242145509144,-1.1948151544222418,-0.5078241602385879,-0.507824160238588,0,186.62,4.761904762,-0.5078241602385879,-0.39608482691006675,2019,3,25,0,17,186.62,9.797550000000001,0,1.0986122886681096,5.282954966834845,2.335149083867308,186.62
511-54-3087,B,Mandalay,1,1,Sports and travel,1.260821678368832,-1.5392194063223121,-0.9416751755200754,-0.9416751755200756,1,88.45,4.761904762,-0.9416751755200754,1.4686185624860206,2019,2,25,0,16,88.45,4.643625,0,0.6931471805599453,4.541937478571228,1.6905569637188924,88.45
726-29-6793,A,Yangon,0,1,Electronic accessories,-1.1830587743929883,0.8716103569781798,-0.47768395524500784,-0.47768395524500806,2,193.44,4.761904762,-0.47768395524500784,1.6434345052419042,2019,1,28,0,20,193.44,10.1556,0,2.1972245773362196,5.318668862795934,2.367623489173268,193.44
387-49-4215,B,Mandalay,0,0,Sports and travel,-0.2582855892184518,-0.8504109025221716,-0.6895492671793515,-0.6895492671793517,0,145.5,4.761904762,-0.6895492671793515,-0.16299690323555566,2019,1,8,1,12,145.5,7.638750000000001,0,1.3862943611198906,5.035490495094432,2.1132389212631266,145.5
862-17-9201,B,Mandalay,1,0,Food and beverages,1.0935107402615964,0.18280185317803926,0.8961260336559114,0.8961260336559113,1,504.3,4.761904762,0.8961260336559114,0.41972290595072165,2019,1,29,1,10,504.29999999999995,26.47575,0,1.9459101490553132,6.273848232866365,3.266331766024496,504.29999999999995
291-21-5991,B,Mandalay,0,1,Health and beauty,0.22805688768871607,-0.16160239872203103,0.021750731899342905,0.02175073189934271,0,306.45,4.761904762,0.021750731899342905,0.011819039520327436,2019,3,29,4,14,306.45,16.088625,0,1.791759469228055,5.77694774069735,2.7925445240786515,306.45
602-80-9671,C,Naypyitaw,0,0,Home and lifestyle,-1.496006279079931,0.18280185317803926,-0.9096346350210351,-0.9096346350210353,1,95.7,4.761904762,-0.9096346350210351,-1.0953485979335995,2019,2,9,5,17,95.69999999999999,5.02425,1,1.9459101490553132,4.61991100430959,1.7552683606456398,95.69999999999999
347-72-6115,B,Mandalay,0,0,Sports and travel,1.3478994166110063,0.5272061050781095,1.4745351288992758,1.4745351288992758,1,635.18,4.761904762,1.4745351288992758,-0.4543568078286943,2019,1,16,2,18,635.18,33.34695,0,2.0794415416798357,6.504196852001692,3.4891777334884453,635.18
209-61-0206,A,Yangon,1,0,Home and lifestyle,-0.47084653104105306,-0.16160239872203103,-0.38439074008159546,-0.3843907400815955,2,214.55,4.761904762,-0.38439074008159546,-0.5126287887473223,2019,1,5,5,17,214.54999999999998,11.263875,1,1.791759469228055,5.421762122155128,2.461936511220476,214.54999999999998
595-27-4851,A,Yangon,1,0,Fashion accessories,-0.03849985688667454,0.5272061050781095,0.3466197156351295,0.3466197156351294,2,379.96,4.761904762,0.3466197156351295,1.3520746006487656,2019,1,27,6,18,379.96000000000004,19.947900000000004,1,2.0794415416798357,5.991359541595096,2.9956322685536576,379.96000000000004
189-52-0236,A,Yangon,1,1,Electronic accessories,1.6829015449575389,0.5272061050781095,1.7470785954614574,1.7470785954614574,0,696.85,4.761904762,1.7470785954614574,0.3614509250320936,2019,3,14,3,12,696.85,36.584625,0,2.0794415416798357,6.596726105000522,3.579134340138286,696.85
503-07-0930,C,Naypyitaw,0,1,Sports and travel,0.11778376939076562,0.5272061050781095,0.473765419105114,0.47376541910511394,1,408.73,4.761904762,0.473765419105114,0.7110828105438598,2019,2,23,5,19,408.73,21.458325000000002,1,2.0794415416798357,6.064172343043758,3.065095076607822,408.73
413-20-6708,C,Naypyitaw,0,0,Fashion accessories,-0.14535070599606803,-1.5392194063223121,-1.105104028989663,-1.1051040289896632,2,51.47,4.761904762,-1.105104028989663,0.8858987532997433,2019,3,18,0,15,51.47,2.7021750000000004,0,0.6931471805599453,4.008123781719601,1.2735455076778965,51.47
425-85-2085,B,Mandalay,0,1,Health and beauty,-0.016445233227084504,-0.16160239872203103,-0.12033249252053921,-0.12033249252053939,2,274.3,4.761904762,-0.12033249252053921,1.6434345052419042,2019,3,29,4,16,274.3,14.40075,0,1.791759469228055,5.6664785898796985,2.6888673816854363,274.3
521-18-7827,C,Naypyitaw,0,1,Home and lifestyle,-0.604695281526841,-0.16160239872203103,-0.46217191425857596,-0.46217191425857607,1,196.95,4.761904762,-0.46217191425857596,1.0024427151369983,2019,1,22,1,20,196.95,10.339875000000001,0,1.791759469228055,5.336564047793911,2.3839346386903686,196.95
220-28-1851,A,Yangon,1,1,Home and lifestyle,-0.7818927750676858,-1.1948151544222418,-1.025599294703079,-1.0255992947030792,2,69.46,4.761904762,-1.025599294703079,1.5851625243232756,2019,3,1,4,18,69.46,3.6466500000000006,0,1.0986122886681096,4.303159277671718,1.498059324450711,69.46
600-38-9738,C,Naypyitaw,0,1,Sports and travel,0.6322649040705141,-0.16160239872203103,0.2566410391440314,0.25664103914403125,1,359.6,4.761904762,0.2566410391440314,-1.5615244452826214,2019,1,17,3,15,359.6,18.879,0,1.791759469228055,5.936427411178073,2.9433857931817817,359.6
734-91-1155,B,Mandalay,1,0,Electronic accessories,-0.3643759340637214,-0.8504109025221716,-0.7265395187623817,-0.7265395187623817,1,137.13,4.761904762,-0.7265395187623817,0.41972290595072165,2019,3,26,1,10,137.13,7.199325000000001,0,1.3862943611198906,4.976640634637904,2.061341214648049,137.13
451-28-5717,C,Naypyitaw,0,0,Home and lifestyle,1.0600485526401495,0.18280185317803926,0.8727916814028173,0.8727916814028172,0,499.02,4.761904762,0.8727916814028173,0.1866349822762105,2019,3,20,2,11,499.02,26.19855,0,1.9459101490553132,6.263343022970706,3.256210144514891,499.02
609-81-8548,A,Yangon,0,0,Home and lifestyle,-0.6788444472789114,0.18280185317803926,-0.3397991464767242,-0.3397991464767242,1,224.64,4.761904762,-0.3397991464767242,-0.6291727505845773,2019,2,6,2,13,224.64,11.793600000000001,0,1.9459101490553132,5.467519910848838,2.504055468626761,224.64
133-14-7229,C,Naypyitaw,1,1,Health and beauty,0.28813672455449596,-1.1948151544222418,-0.7768763127325978,-0.7768763127325982,0,125.74,4.761904762,-0.7768763127325978,-1.1536205788522271,2019,1,1,1,11,125.74,6.60135,0,1.0986122886681096,4.890552115137313,1.986091938688145,125.74
534-01-4457,A,Yangon,1,1,Food and beverages,1.0045317413591122,0.18280185317803926,0.8340778697101839,0.8340778697101837,1,490.26,4.761904762,0.8340778697101839,0.5945388487066047,2019,1,27,6,14,490.26,25.738650000000003,1,1.9459101490553132,6.245666746206659,3.2391881261800792,490.26
719-89-8991,A,Yangon,0,0,Sports and travel,1.3733763094591536,-0.16160239872203103,0.6873100973000971,0.687310097300097,2,457.05,4.761904762,0.6873100973000971,0.07009102043895496,2019,2,25,0,16,457.04999999999995,23.995125,0,1.791759469228055,6.175664546856089,3.171889033643864,457.04999999999995
286-62-6248,B,Mandalay,1,1,Fashion accessories,-0.6115398199039552,-0.5060066506221013,-0.6394334424539562,-0.6394334424539563,1,156.84,4.761904762,-0.6394334424539562,1.177258657892882,2019,1,16,2,20,156.84,8.2341,0,1.6094379124341003,5.11007028847753,2.1795130954040514,156.84
339-38-9982,B,Mandalay,0,1,Fashion accessories,0.17368083280386462,-1.1948151544222418,-0.8034810098090425,-0.8034810098090425,2,119.72,4.761904762,-0.8034810098090425,-0.16299690323555566,2019,1,13,6,14,119.72,6.2853,1,1.0986122886681096,4.841869442164794,1.9439081463846402,119.72
827-44-5872,B,Mandalay,0,0,Food and beverages,-0.035457839830179416,1.5604188607783205,1.069807860085192,1.0698078600851917,1,543.6,4.761904762,1.069807860085192,-0.5126287887473223,2019,2,7,3,11,543.6,28.539,0,2.3978952727983707,6.348754302011715,3.3386125064705343,543.6
827-77-7633,A,Yangon,1,1,Sports and travel,1.627384733676502,1.2160146088782502,2.5689074107996,2.5689074107996,0,882.81,4.761904762,2.5689074107996,1.3520746006487656,2019,2,17,6,19,882.8100000000001,46.347525000000005,1,2.302585092994046,6.8329783908463035,3.809779847978465,882.8100000000001
287-83-1405,A,Yangon,1,1,Health and beauty,-1.135527257885251,0.18280185317803926,-0.6582600221127026,-0.6582600221127027,2,152.58,4.761904762,-0.6582600221127026,0.011819039520327436,2019,2,12,1,19,152.57999999999998,8.01045,0,1.9459101490553132,5.08270165977953,2.1551286235261706,152.57999999999998
435-13-4908,A,Yangon,0,1,Fashion accessories,1.1935170509938762,0.8716103569781798,1.7320084929646669,1.732008492964667,1,693.44,4.761904762,1.7320084929646669,0.128363001357583,2019,1,24,3,18,693.44,36.4056,0,2.1972245773362196,6.5918273553245905,3.5743660673251756,693.44
857-67-9057,B,Mandalay,1,1,Electronic accessories,-1.229829786636602,1.5604188607783205,-0.3183209358801261,-0.3183209358801263,2,229.5,4.761904762,-0.3183209358801261,0.7110828105438598,2019,2,6,2,19,229.5,12.04875,0,2.3978952727983707,5.488834415035153,2.5237266416375825,229.5
236-27-1144,C,Naypyitaw,1,0,Food and beverages,-1.4823172023257025,1.2160146088782502,-0.6838482606629706,-0.6838482606629707,2,146.79,4.761904762,-0.6838482606629706,0.8276267723811158,2019,3,26,1,10,146.79,7.706475000000001,0,2.302585092994046,5.044260251967842,2.121003262535091,146.79
892-05-6689,A,Yangon,1,0,Home and lifestyle,-1.0256343917193624,-0.16160239872203103,-0.706784868275387,-0.7067848682753871,2,141.6,4.761904762,-0.706784868275387,-0.4543568078286943,2019,3,11,0,13,141.6,7.434000000000001,0,1.791759469228055,5.0084996819658345,2.089391872533004,141.6
583-41-4548,C,Naypyitaw,1,1,Home and lifestyle,-1.468628125571474,0.5272061050781095,-0.816871746045193,-0.8168717460451932,2,116.69,4.761904762,-0.816871746045193,0.24490696319483857,2019,2,7,3,11,116.69000000000001,6.126225000000001,0,2.0794415416798357,4.816439516960011,1.9219833146105707,116.69000000000001
339-12-4827,B,Mandalay,0,0,Fashion accessories,0.709836339011141,-1.5392194063223121,-1.0057120626691918,-1.005712062669192,1,73.96,4.761904762,-1.0057120626691918,-1.1536205788522271,2019,1,5,5,11,73.96,3.8829000000000002,1,0.6931471805599453,4.365109340796871,1.547136886236721,73.96
643-38-7867,A,Yangon,1,1,Home and lifestyle,1.6216809516955732,-1.5392194063223121,-0.8997352128530558,-0.899735212853056,2,97.94,4.761904762,-0.8997352128530558,-0.046452941398300085,2019,3,7,3,11,97.94,5.141850000000001,0,0.6931471805599453,4.6428223619375135,1.7744437470183672,97.94
308-81-0538,A,Yangon,1,0,Fashion accessories,0.6752333949935083,-0.5060066506221013,-0.04122550287463287,-0.04122550287463294,1,292.2,4.761904762,-0.04122550287463287,-1.2118925597708547,2019,2,25,0,17,292.2,15.3405,0,1.6094379124341003,5.729482709506015,2.7479117345273405,292.2
358-88-9262,C,Naypyitaw,0,0,Food and beverages,1.2239372215588278,0.18280185317803926,0.9870769748242216,0.9870769748242216,2,524.88,4.761904762,0.9870769748242216,-1.0953485979335995,2019,2,1,4,18,524.88,27.556200000000004,0,1.9459101490553132,6.313772658730989,3.304833313379072,524.88
460-35-4390,A,Yangon,1,1,Home and lifestyle,-0.9358948885527545,-0.8504109025221716,-0.92580958374193,-0.9258095837419302,2,92.04,4.761904762,-0.92580958374193,1.2355306388115095,2019,1,22,1,11,92.03999999999999,4.8321000000000005,0,1.3862943611198906,4.5813077287234165,1.7231236768379168,92.03999999999999
343-87-0864,C,Naypyitaw,0,1,Health and beauty,0.7828447483670256,-1.5392194063223121,-0.9972268436680667,-0.9972268436680669,1,75.88,4.761904762,-0.9972268436680667,0.07009102043895496,2019,1,3,3,10,75.88,3.9837000000000007,0,0.6931471805599453,4.390416342447505,1.5673651360121927,75.88
173-50-1108,B,Mandalay,0,0,Sports and travel,-1.3351596272177477,-0.5060066506221013,-0.9758370207693972,-0.9758370207693973,1,80.72,4.761904762,-0.9758370207693972,-1.1536205788522271,2019,2,13,2,12,80.72,4.2378,0,1.6094379124341003,4.451506054443685,1.6166121161821008,80.72
243-47-2663,C,Naypyitaw,0,1,Electronic accessories,-1.3887751778384751,0.18280185317803926,-0.8348586425736197,-0.83485864257362,1,112.62,4.761904762,-0.8348586425736197,-0.8622606742590885,2019,1,28,0,16,112.62,5.91255,0,1.9459101490553132,4.781230515477525,1.8917556223867307,112.62
841-18-8232,B,Mandalay,1,0,Food and beverages,0.6048867505620574,-1.5392194063223121,-1.0179095649833092,-1.0179095649833094,1,71.2,4.761904762,-1.0179095649833092,1.293802619730137,2019,1,5,5,20,71.2,3.7380000000000004,1,0.6931471805599453,4.327570448877823,1.5173226235262947,71.2
701-23-5550,B,Mandalay,0,1,Home and lifestyle,-0.6267499051864311,-0.5060066506221013,-0.6465044582882271,-0.6465044582882272,2,155.24,4.761904762,-0.6465044582882271,-1.2118925597708547,2019,3,19,1,13,155.24,8.1501,0,1.6094379124341003,5.09987862287179,2.1704241893917064,155.24
647-50-1224,A,Yangon,1,0,Fashion accessories,-0.9838066571925537,1.5604188607783205,-0.032386733081794045,-0.03238673308179414,2,294.2,4.761904762,-0.032386733081794045,1.1189866769742545,2019,1,12,5,16,294.20000000000005,15.445500000000003,1,2.3978952727983707,5.736281932746788,2.75429745226753,294.20000000000005
541-48-8554,A,Yangon,1,1,Sports and travel,0.21512831519861167,1.2160146088782502,1.0916838153224675,1.0916838153224675,1,548.55,4.761904762,1.0916838153224675,-0.5709007696659498,2019,1,7,0,12,548.5500000000001,28.798875,0,2.302585092994046,6.357803270947089,3.3473569865167407,548.5500000000001
539-21-7227,B,Mandalay,1,0,Sports and travel,-0.14268894107163474,-0.16160239872203103,-0.19369428180110043,-0.19369428180110063,0,257.7,4.761904762,-0.19369428180110043,-1.6197964262012488,2019,1,26,5,17,257.7,13.52925,1,1.791759469228055,5.604275165882526,2.6308091207587627,257.7
213-32-1216,A,Yangon,1,0,Electronic accessories,0.4094371546822417,0.18280185317803926,0.41909762793640687,0.4190976279364066,0,396.36,4.761904762,0.41909762793640687,0.1866349822762105,2019,1,23,2,10,396.36,20.8089,0,1.9459101490553132,6.033512989233813,3.0358179970932766,396.36
747-58-7183,B,Mandalay,1,1,Fashion accessories,0.07519553059983312,-0.8504109025221716,-0.5732752505545584,-0.5732752505545586,2,171.81,4.761904762,-0.5732752505545584,-0.27954086507281123,2019,2,9,5,20,171.81,9.020025,1,1.3862943611198906,5.200707294016818,2.260773025179606,171.81
582-52-8065,B,Mandalay,1,0,Fashion accessories,-0.0373591004904888,1.2160146088782502,0.8275813739124472,0.8275813739124473,0,488.79,4.761904762,0.8275813739124472,1.1189866769742545,2019,2,22,4,10,488.79,25.661475000000003,0,2.302585092994046,6.242669663859045,3.2363030841907268,488.79
210-57-1719,B,Mandalay,1,0,Health and beauty,0.11207998740983721,1.2160146088782502,0.9838950176987996,0.9838950176987998,0,524.16,4.761904762,0.9838950176987996,1.5851625243232756,2019,2,5,1,12,524.16,27.518400000000003,0,2.302585092994046,6.312402462810622,3.303511047704894,524.16
399-69-4630,C,Naypyitaw,1,1,Electronic accessories,-1.2579684444091823,0.18280185317803926,-0.7436425383115244,-0.7436425383115245,1,133.26,4.761904762,-0.7436425383115244,0.9441707342183708,2019,3,7,3,10,133.26,6.99615,0,1.9459101490553132,4.948213641920861,2.0364035519882675,133.26
134-75-2619,A,Yangon,0,1,Electronic accessories,-1.367861310575071,0.5272061050781095,-0.7348921562166142,-0.7348921562166142,0,135.24,4.761904762,-0.7348921562166142,-0.046452941398300085,2019,3,25,0,18,135.24,7.100100000000001,0,2.0794415416798357,4.96285861617609,2.0492400329467144,135.24
356-44-8813,B,Mandalay,1,1,Home and lifestyle,-0.6773234387506638,-0.8504109025221716,-0.8356541318549753,-0.8356541318549754,1,112.44,4.761904762,-0.8356541318549753,0.41972290595072165,2019,1,20,6,13,112.44,5.9031,1,1.3862943611198906,4.779644365837137,1.8903974391250544,112.44
198-66-9832,B,Mandalay,0,0,Fashion accessories,0.636827929655257,-1.1948151544222418,-0.695824793732267,-0.6958247937322672,0,144.08,4.761904762,-0.695824793732267,1.4686185624860206,2019,2,4,0,19,144.08,7.5642,0,1.0986122886681096,5.025747198571469,2.104621840210134,144.08
712-39-0363,A,Yangon,0,1,Food and beverages,-0.5183780475487904,0.18280185317803926,-0.22790032089938625,-0.22790032089938622,2,249.96,4.761904762,-0.22790032089938625,-0.803988693340461,2019,1,2,2,15,249.95999999999998,13.122900000000001,0,1.9459101490553132,5.573893962487663,2.6025415263212146,249.95999999999998
